happiness_score,freedom,happiness_rank,family,country,economy,generosity,health,trust,year,score_scaled
6.149,0.291,42,1.515,Lithuania,1.238,0.043,0.818,0.042,2019,0.6149
6.125,0.47,43,1.41,Colombia,0.985,0.099,0.841,0.034,2019,0.6125
6.118,0.564,44,1.523,Slovenia,1.258,0.144,0.953,0.057,2019,0.6118
6.105,0.435,45,1.325,Nicaragua,0.694,0.2,0.835,0.127,2019,0.6105
6.1,0.489,46,1.232,Kosovo,0.882,0.262,0.758,0.006,2019,0.61
6.086,0.471,47,1.432,Argentina,1.092,0.066,0.881,0.05,2019,0.6086
6.07,0.462,48,1.232,Romania,1.162,0.083,0.825,0.005,2019,0.607
6.046,0.406,49,1.223,Cyprus,1.263,0.19,1.042,0.041,2019,0.6046
6.028,0.498,50,1.312,Ecuador,0.912,0.126,0.868,0.087,2019,0.6028
6.021,0.493,51,1.319,Kuwait,1.5,0.142,0.808,0.097,2019,0.6021
6.008,0.557,52,1.409,Thailand,1.05,0.359,0.828,0.028,2019,0.6008
5.94,0.264,53,1.465,Latvia,1.187,0.075,0.812,0.064,2019,0.5940000000000001
5.895,0.159,54,1.219,South Korea,1.301,0.175,1.036,0.056,2019,0.5894999999999999
5.893,0.495,55,1.528,Estonia,1.237,0.103,0.874,0.161,2019,0.5892999999999999
5.89,0.49,56,1.478,Jamaica,0.831,0.107,0.831,0.028,2019,0.589
5.888,0.498,57,1.402,Mauritius,1.12,0.215,0.798,0.06,2019,0.5888
5.886,0.445,58,1.419,Japan,1.327,0.069,1.088,0.14,2019,0.5886
5.86,0.507,59,1.236,Honduras,0.642,0.246,0.828,0.078,2019,0.5860000000000001
5.809,0.41,60,1.508,Kazakhstan,1.173,0.146,0.729,0.096,2019,0.5809
5.779,0.511,61,1.209,Bolivia,0.776,0.137,0.706,0.064,2019,0.5779
5.758,0.199,62,1.41,Hungary,1.201,0.081,0.828,0.02,2019,0.5758
5.743,0.514,63,1.475,Paraguay,0.855,0.184,0.777,0.08,2019,0.5743
5.718,0.417,64,1.252,Northern Cyprus,1.263,0.191,1.042,0.162,2019,0.5718
5.697,0.455,65,1.274,Peru,0.96,0.083,0.854,0.027,2019,0.5697
5.693,0.508,66,1.431,Portugal,1.221,0.047,0.999,0.025,2019,0.5692999999999999
5.653,0.313,67,0.886,Pakistan,0.677,0.22,0.535,0.098,2019,0.5652999999999999
5.648,0.334,68,1.452,Russia,1.183,0.082,0.726,0.031,2019,0.5648
5.631,0.558,69,1.293,Philippines,0.807,0.117,0.657,0.107,2019,0.5631
5.603,0.282,70,1.383,Serbia,1.004,0.137,0.854,0.039,2019,0.5603
5.529,0.245,71,1.328,Moldova,0.685,0.181,0.739,0.0,2019,0.5529
5.525,0.416,72,1.303,Libya,1.044,0.133,0.673,0.152,2019,0.5525
5.523,0.197,73,1.361,Montenegro,1.051,0.142,0.871,0.08,2019,0.5523
5.467,0.389,74,1.098,Tajikistan,0.493,0.23,0.718,0.144,2019,0.5467
5.432,0.296,75,1.266,Croatia,1.155,0.119,0.914,0.022,2019,0.5432
5.43,0.44,76,1.277,Hong Kong,1.438,0.258,1.122,0.287,2019,0.5429999999999999
5.425,0.497,77,1.401,Dominican Republic,1.015,0.113,0.779,0.101,2019,0.5425
5.386,0.212,78,1.212,Bosnia and Herzegovina,0.945,0.263,0.845,0.006,2019,0.5386
5.373,0.195,79,1.36,Turkey,1.183,0.083,0.808,0.106,2019,0.5373
5.339,0.508,80,1.171,Malaysia,1.221,0.26,0.828,0.024,2019,0.5339
5.323,0.235,81,1.465,Belarus,1.067,0.094,0.789,0.142,2019,0.5323
5.287,0.067,82,1.156,Greece,1.181,0.0,0.999,0.034,2019,0.5287
5.285,0.317,83,1.531,Mongolia,0.948,0.235,0.667,0.038,2019,0.5285
5.274,0.345,84,1.294,North Macedonia,0.983,0.185,0.838,0.034,2019,0.5274
5.265,0.426,85,1.111,Nigeria,0.696,0.215,0.245,0.041,2019,0.5265
5.261,0.508,86,1.438,Kyrgyzstan,0.551,0.3,0.723,0.023,2019,0.5261
5.247,0.394,87,1.538,Turkmenistan,1.052,0.244,0.657,0.028,2019,0.5246999999999999
5.211,0.086,88,1.16,Algeria,1.002,0.073,0.785,0.114,2019,0.5211
5.208,0.418,89,0.782,Morocco,0.801,0.036,0.782,0.076,2019,0.5208
5.208,0.351,90,1.147,Azerbaijan,1.043,0.035,0.769,0.182,2019,0.5208
5.197,0.216,91,1.224,Lebanon,0.987,0.166,0.815,0.027,2019,0.5197
5.192,0.491,92,1.203,Indonesia,0.931,0.498,0.66,0.028,2019,0.5192
5.191,0.521,93,1.125,China,1.029,0.058,0.893,0.1,2019,0.5191
5.175,0.543,94,1.346,Vietnam,0.741,0.147,0.851,0.073,2019,0.5175
5.082,0.457,95,1.321,Bhutan,0.813,0.37,0.604,0.167,2019,0.5082
5.044,0.381,96,0.91,Cameroon,0.549,0.187,0.331,0.037,2019,0.5044
5.011,0.311,97,1.513,Bulgaria,1.092,0.081,0.815,0.004,2019,0.5011
4.996,0.381,98,0.868,Ghana,0.611,0.245,0.486,0.04,2019,0.49960000000000004
4.944,0.352,99,0.808,Ivory Coast,0.569,0.154,0.232,0.09,2019,0.4944
4.913,0.439,100,1.226,Nepal,0.446,0.285,0.677,0.089,2019,0.4913
4.906,0.383,101,1.225,Jordan,0.837,0.11,0.815,0.13,2019,0.4906
4.883,0.349,102,0.437,Benin,0.393,0.175,0.397,0.082,2019,0.4883
4.812,0.372,103,0.799,Congo (Brazzaville),0.673,0.105,0.508,0.093,2019,0.4812
4.799,0.295,104,1.183,Gabon,1.057,0.043,0.571,0.055,2019,0.47990000000000005
4.796,0.547,105,1.03,Laos,0.764,0.266,0.551,0.164,2019,0.4796
4.722,0.389,106,1.351,South Africa,0.96,0.13,0.469,0.055,2019,0.47220000000000006
4.719,0.383,107,0.848,Albania,0.947,0.178,0.874,0.027,2019,0.47190000000000004
4.707,0.154,108,1.427,Venezuela,0.96,0.064,0.805,0.047,2019,0.4707
4.7,0.609,109,1.122,Cambodia,0.574,0.232,0.637,0.062,2019,0.47000000000000003
4.696,0.225,110,1.247,Palestinian Territories,0.657,0.103,0.672,0.066,2019,0.46959999999999996
4.681,0.292,111,1.134,Senegal,0.45,0.153,0.571,0.072,2019,0.4681
4.668,0.559,112,0.698,Somalia,0.0,0.243,0.268,0.27,2019,0.4668
4.639,0.401,113,1.313,Namibia,0.879,0.07,0.477,0.056,2019,0.46390000000000003
4.628,0.318,114,0.774,Niger,0.138,0.188,0.366,0.102,2019,0.4628
4.587,0.255,115,1.056,Burkina Faso,0.331,0.177,0.38,0.113,2019,0.4587
4.559,0.283,116,1.055,Armenia,0.85,0.095,0.815,0.064,2019,0.4559
4.548,0.305,117,0.842,Iran,1.1,0.27,0.785,0.125,2019,0.4548
4.534,0.332,118,0.829,Guinea,0.38,0.207,0.375,0.086,2019,0.45339999999999997
4.519,0.346,119,0.666,Georgia,0.886,0.043,0.752,0.164,2019,0.4519
4.516,0.382,120,0.939,Gambia,0.308,0.269,0.428,0.167,2019,0.4516
4.509,0.431,121,0.983,Kenya,0.512,0.372,0.581,0.053,2019,0.4509
4.49,0.066,122,1.167,Mauritania,0.57,0.106,0.489,0.088,2019,0.449
4.466,0.494,123,0.986,Mozambique,0.204,0.197,0.39,0.138,2019,0.4466
4.461,0.167,124,1.0,Tunisia,0.921,0.059,0.815,0.055,2019,0.44610000000000005
4.456,0.527,125,0.928,Bangladesh,0.562,0.166,0.723,0.143,2019,0.44560000000000005
4.437,0.241,126,0.98,Iraq,1.043,0.148,0.574,0.089,2019,0.44370000000000004
4.418,0.269,127,1.125,Congo (Kinshasa),0.094,0.212,0.357,0.053,2019,0.4418
4.39,0.327,128,1.105,Mali,0.385,0.153,0.308,0.052,2019,0.43899999999999995
4.374,0.309,129,0.841,Sierra Leone,0.268,0.252,0.242,0.045,2019,0.43739999999999996
4.366,0.47,130,1.265,Sri Lanka,0.949,0.244,0.831,0.047,2019,0.4366
4.36,0.525,131,1.181,Myanmar,0.71,0.566,0.555,0.172,2019,0.43600000000000005
4.35,0.174,132,0.766,Chad,0.35,0.198,0.192,0.078,2019,0.43499999999999994
4.332,0.178,133,1.39,Ukraine,0.82,0.187,0.739,0.01,2019,0.4332
4.286,0.344,134,1.033,Ethiopia,0.336,0.209,0.532,0.1,2019,0.4286
4.212,0.313,135,1.149,Swaziland,0.811,0.074,0.0,0.135,2019,0.42119999999999996
4.189,0.356,136,1.069,Uganda,0.332,0.252,0.443,0.06,2019,0.4189
4.166,0.241,137,1.039,Egypt,0.913,0.076,0.644,0.067,2019,0.4166
4.107,0.431,138,1.058,Zambia,0.578,0.247,0.426,0.087,2019,0.4107
4.085,0.293,139,0.572,Togo,0.275,0.177,0.41,0.085,2019,0.4085
4.015,0.498,140,0.765,India,0.755,0.2,0.588,0.085,2019,0.40149999999999997
3.975,0.37,141,0.922,Liberia,0.073,0.233,0.443,0.033,2019,0.3975
3.973,0.142,142,0.757,Comoros,0.274,0.275,0.505,0.078,2019,0.3973
3.933,0.148,143,0.916,Madagascar,0.274,0.169,0.555,0.041,2019,0.3933
3.802,0.359,144,1.169,Lesotho,0.489,0.107,0.168,0.093,2019,0.3802
3.775,0.22,145,0.447,Burundi,0.046,0.176,0.38,0.18,2019,0.3775
3.663,0.361,146,1.114,Zimbabwe,0.366,0.151,0.433,0.089,2019,0.36629999999999996
3.597,0.026,147,0.688,Haiti,0.323,0.419,0.449,0.11,2019,0.3597
3.488,0.455,148,1.145,Botswana,1.041,0.025,0.538,0.1,2019,0.3488
3.462,0.013,149,0.378,Syria,0.619,0.331,0.44,0.141,2019,0.3462
3.41,0.443,150,0.56,Malawi,0.191,0.218,0.495,0.089,2019,0.341
3.38,0.143,151,1.163,Yemen,0.287,0.108,0.463,0.077,2019,0.33799999999999997
3.334,0.555,152,0.711,Rwanda,0.359,0.217,0.614,0.411,2019,0.33340000000000003
3.231,0.417,153,0.885,Tanzania,0.476,0.276,0.499,0.147,2019,0.3231
3.203,0.0,154,0.517,Afghanistan,0.35,0.158,0.361,0.025,2019,0.3203
3.083,0.225,155,0.0,Central African Republic,0.026,0.235,0.105,0.035,2019,0.3083
2.853,0.01,156,0.575,South Sudan,0.306,0.202,0.295,0.091,2019,0.2853
